open  /9223370865965575807	DELL	23.62	1170889200000				
high  /9223370865965575807	DELL	23.96	1170889200000				
low   /9223370865965575807	DELL	23.59	1170889200000				
close /9223370865965575807	DELL	23.85	1170889200000				
volume/9223370865965575807	DELL	16038700	1170889200000				
adj   /9223370865965575807	DELL	23.85	1170889200000				
open  /9223370822509975807	DSWL	6.70	1214344800000				
high  /9223370822509975807	DSWL	6.70	1214344800000				
low   /9223370822509975807	DSWL	6.40	1214344800000				
close /9223370822509975807	DSWL	6.45	1214344800000				
volume/9223370822509975807	DSWL	16100	1214344800000				
adj   /9223370822509975807	DSWL	5.67	1214344800000				
open  /9223370947271575807	DINE	7.97	1089583200000				
high  /9223370947271575807	DINE	7.97	1089583200000				
low   /9223370947271575807	DINE	7.70	1089583200000				
close /9223370947271575807	DINE	7.78	1089583200000				
volume/9223370947271575807	DINE	64300	1089583200000				
adj   /9223370947271575807	DINE	19.99	1089583200000				
open  /9223371448564375807	DELL	8.38	588290400000				
high  /9223371448564375807	DELL	8.75	588290400000				
low   /9223371448564375807	DELL	8.00	588290400000				
close /9223371448564375807	DELL	8.25	588290400000				
volume/9223371448564375807	DELL	45465600	588290400000				
adj   /9223371448564375807	DELL	0.09	588290400000				
open  /9223370879188375807	DIGA	1.70	1157666400000				
high  /9223370879188375807	DIGA	1.73	1157666400000				
low   /9223370879188375807	DIGA	1.66	1157666400000				
close /9223370879188375807	DIGA	1.70	1157666400000				
volume/9223370879188375807	DIGA	14600	1157666400000				
adj   /9223370879188375807	DIGA	13.60	1157666400000				
open  /9223371181757575807	DINE	5.22	855097200000				
high  /9223371181757575807	DINE	5.34	855097200000				
low   /9223371181757575807	DINE	5.22	855097200000				
close /9223371181757575807	DINE	5.22	855097200000				
volume/9223371181757575807	DINE	7500	855097200000				
adj   /9223371181757575807	DINE	13.19	855097200000				
open  /9223370990122375807	DRAM	2.49	1046732400000				
high  /9223370990122375807	DRAM	2.49	1046732400000				
low   /9223370990122375807	DRAM	2.45	1046732400000				
close /9223370990122375807	DRAM	2.45	1046732400000				
volume/9223370990122375807	DRAM	1100	1046732400000				
adj   /9223370990122375807	DRAM	2.10	1046732400000				
open  /9223371181584775807	DGII	8.62	855270000000				
high  /9223371181584775807	DGII	8.62	855270000000				
low   /9223371181584775807	DGII	8.38	855270000000				
close /9223371181584775807	DGII	8.62	855270000000				
volume/9223371181584775807	DGII	35700	855270000000				
adj   /9223371181584775807	DGII	8.62	855270000000				
open  /9223370861217175807	DLLR	25.95	1175637600000				
high  /9223370861217175807	DLLR	25.97	1175637600000				
low   /9223370861217175807	DLLR	25.53	1175637600000				
close /9223370861217175807	DLLR	25.83	1175637600000				
volume/9223370861217175807	DLLR	233200	1175637600000				
adj   /9223370861217175807	DLLR	25.83	1175637600000				
open  /9223370969559175807	DRAM	4.04	1067295600000				
high  /9223370969559175807	DRAM	4.04	1067295600000				
low   /9223370969559175807	DRAM	3.89	1067295600000				
close /9223370969559175807	DRAM	4.00	1067295600000				
volume/9223370969559175807	DRAM	9400	1067295600000				
adj   /9223370969559175807	DRAM	3.43	1067295600000				
open  /9223370896723975807	DELL	30.99	1140130800000				
high  /9223370896723975807	DELL	31.01	1140130800000				
low   /9223370896723975807	DELL	30.13	1140130800000				
close /9223370896723975807	DELL	30.38	1140130800000				
volume/9223370896723975807	DELL	68759800	1140130800000				
adj   /9223370896723975807	DELL	30.38	1140130800000				
open  /9223371039546775807	DYAX	12.41	997308000000				
high  /9223371039546775807	DYAX	12.41	997308000000				
low   /9223371039546775807	DYAX	12.00	997308000000				
close /9223371039546775807	DYAX	12.23	997308000000				
volume/9223371039546775807	DYAX	37200	997308000000				
adj   /9223371039546775807	DYAX	12.23	997308000000				
open  /9223370794689175807	DMAN	7.41	1242165600000				
high  /9223370794689175807	DMAN	7.50	1242165600000				
low   /9223370794689175807	DMAN	7.32	1242165600000				
close /9223370794689175807	DMAN	7.44	1242165600000				
volume/9223370794689175807	DMAN	46400	1242165600000				
adj   /9223370794689175807	DMAN	7.44	1242165600000				
open  /9223370846269975807	DLTR	41.77	1190584800000				
high  /9223370846269975807	DLTR	42.10	1190584800000				
low   /9223370846269975807	DLTR	41.02	1190584800000				
close /9223370846269975807	DLTR	41.20	1190584800000				
volume/9223370846269975807	DLTR	1312400	1190584800000				
adj   /9223370846269975807	DLTR	41.20	1190584800000				
open  /9223370876509975807	DAVE	14.48	1160344800000				
high  /9223370876509975807	DAVE	14.65	1160344800000				
low   /9223370876509975807	DAVE	14.46	1160344800000				
close /9223370876509975807	DAVE	14.50	1160344800000				
volume/9223370876509975807	DAVE	40200	1160344800000				
adj   /9223370876509975807	DAVE	14.50	1160344800000				
open  /9223370791578775807	DEAR	1.92	1245276000000				
high  /9223370791578775807	DEAR	1.93	1245276000000				
low   /9223370791578775807	DEAR	1.92	1245276000000				
close /9223370791578775807	DEAR	1.93	1245276000000				
volume/9223370791578775807	DEAR	900	1245276000000				
adj   /9223370791578775807	DEAR	1.93	1245276000000				
open  /9223371151344775807	DEPO	7.44	885510000000				
high  /9223371151344775807	DEPO	7.88	885510000000				
low   /9223371151344775807	DEPO	6.88	885510000000				
close /9223371151344775807	DEPO	7.44	885510000000				
volume/9223371151344775807	DEPO	197500	885510000000				
adj   /9223371151344775807	DEPO	7.44	885510000000				
open  /9223370796330775807	DMAN	7.10	1240524000000				
high  /9223370796330775807	DMAN	7.10	1240524000000				
low   /9223370796330775807	DMAN	6.93	1240524000000				
close /9223370796330775807	DMAN	6.96	1240524000000				
volume/9223370796330775807	DMAN	47400	1240524000000				
adj   /9223370796330775807	DMAN	6.96	1240524000000				
open  /9223371035226775807	DANKY	0.59	1001628000000				
