DATA/2003-12-10	6.22	6.22	6.07	6.10	15300	4.07	1071043200000
DXYN/1993-03-26	13.60	13.83	13.13	13.83	1500	12.94	733132800000
DTV/2008-02-20	25.15	25.71	25.00	25.55	5655100	25.55	1203494400000
DYAX/2009-11-06	3.12	3.25	3.11	3.25	182800	3.25	1257494400000
DBRN/2004-06-02	17.35	17.71	17.24	17.45	118200	8.73	1086159600000
DIET/2002-03-19	1.90	1.93	1.90	1.90	14200	1.90	1016524800000
DXCM/2006-06-26	12.42	12.55	12.09	12.24	220800	12.24	1151305200000
DEST/2008-10-14	12.00	12.91	10.83	11.79	18700	11.79	1223967600000
DWCH/2001-01-30	1.06	1.09	1.00	1.00	204400	2.25	980841600000
DITC/2000-02-02	124.25	125.50	120.75	123.00	156600	61.50	949478400000
DGICB/2006-03-27	21.77	22.01	21.77	22.01	500	15.22	1143446400000
DLIA/2006-09-08	7.67	8.07	7.56	7.90	668200	7.90	1157698800000
DAVE/2006-09-12	14.44	14.45	14.07	14.07	39700	14.07	1158044400000
DWCH/2001-09-27	1.05	1.05	1.03	1.03	2600	0.51	1001574000000
DNEX/2002-05-16	25.60	26.23	25.27	25.87	106800	25.87	1021532400000
DEST/1997-03-24	8.75	8.75	8.75	8.75	100	8.75	859190400000
DELL/2003-06-24	31.34	31.86	31.24	31.33	14265800	31.33	1056438000000
DSCO/2004-02-27	11.55	12.00	11.35	12.00	441500	12.00	1077868800000
DLIA/2008-10-02	2.97	3.26	2.95	3.00	309200	3.00	1222930800000
DIOD/1996-07-26	6.00	6.25	6.00	6.25	42900	1.23	838364400000
DGLY/2008-02-25	7.20	7.40	7.10	7.40	66700	7.40	1203926400000
DXPE/1999-06-16	6.44	6.62	5.00	5.00	11000	2.50	929516400000
DAIO/2008-12-29	2.45	2.47	2.44	2.47	40800	2.47	1230537600000
DRCO/2009-08-03	12.30	12.50	12.30	12.49	49400	12.49	1249282800000
DORM/1997-04-02	7.63	7.75	7.37	7.75	7600	3.87	859968000000
DRIV/2005-12-20	29.56	29.61	28.78	28.95	1131800	28.95	1135065600000
DRCO/2005-01-12	17.00	17.21	16.94	16.94	8200	16.94	1105516800000
DGAS/1997-05-16	16.75	16.75	16.00	16.50	1100	8.10	863766000000
DAIO/1994-12-07	5.12	5.62	5.00	5.12	160400	5.12	786787200000
DNDN/2006-06-26	4.18	4.29	4.15	4.25	299400	4.25	1151305200000
DHIL/2000-12-27	1.84	1.84	1.84	1.84	000	7.94	977904000000
DFR/2007-05-24	15.91	16.04	15.50	15.61	24700	124.31	1179990000000
DSPG/2004-07-09	23.60	24.09	23.60	24.02	160300	24.02	1089356400000
DINE/1999-04-27	2.94	3.19	2.94	3.19	3800	8.11	925196400000
DBLEP/2008-02-12	25.51	25.51	24.60	24.87	3200	20.08	1202803200000
DIOD/1992-08-26	1.50	1.50	1.50	1.50	000	0.30	714812400000
DSGX/2006-11-21	3.68	3.71	3.64	3.65	21500	3.65	1164096000000
DSPG/2009-05-01	6.29	6.63	6.22	6.40	82800	6.40	1241161200000
DISH/1995-07-27	14.50	15.25	14.50	14.50	48800	1.58	806828400000
DIGA/2003-01-10	0.46	0.47	0.45	0.45	19900	36.00	1042185600000
DGIT/2009-09-02	16.55	17.00	16.39	16.85	137700	16.85	1251874800000
DANKY/2009-02-10	0.08	0.08	0.08	0.08	201900	0.08	1234252800000
DGAS/2001-08-13	19.20	19.20	19.01	19.06	1100	12.43	997686000000
DHIL/2007-06-26	91.22	93.46	90.70	91.91	4700	79.18	1182841200000
DITC/2004-07-27	18.23	19.11	18.15	18.90	706900	18.90	1090911600000
DWCH/2008-02-29	3.61	3.61	3.45	3.45	49500	3.45	1204272000000
DSCO/1998-04-03	4.81	4.94	4.75	4.94	3800	4.94	891590400000
DRRX/2005-04-21	3.09	3.17	3.09	3.14	44100	3.14	1114066800000
DXCM/2009-10-19	7.77	7.88	7.51	7.86	120900	7.86	1255935600000
DRAM/2003-03-03	2.35	2.45	2.35	2.45	3200	2.10	1046678400000
DBRN/2001-01-19	30.81	30.81	28.44	28.44	300800	7.11	979891200000
DWSN/1996-04-22	10.88	11.00	10.50	10.50	9000	10.50	830156400000
DLPX/2006-09-01	2.36	2.36	2.36	2.36	1300	2.36	1157094000000
DFZ/1996-05-22	18.75	19.00	18.50	18.63	34400	14.21	832748400000
DELL/2002-01-25	27.22	28.59	27.21	28.44	24057100	28.44	1011945600000
DNEX/2003-12-18	46.00	47.64	45.77	46.99	55300	46.99	1071734400000
DWA/2007-01-25	28.95	29.18	28.88	29.09	404500	29.09	1169712000000
DNBF/2000-10-24	15.50	15.62	15.50	15.62	2200	8.85	972370800000
DYNT/2005-04-27	1.73	1.75	1.73	1.73	5000	1.73	1114585200000
DTPI/1999-09-15	45.63	49.62	44.00	45.81	394500	24.97	937378800000
DYNT/1994-12-08	1.12	1.25	0.88	1.00	56600	1.00	786873600000
DISCA/2009-11-06	29.40	30.07	29.21	30.07	1735700	30.07	1257494400000
DANKY/1999-09-10	9.25	9.50	8.87	9.06	252500	9.06	936946800000
DLPX/1994-09-30	5.38	5.62	5.38	5.62	10800	5.62	780908400000
DWCH/1998-09-25	1.50	1.50	1.37	1.50	10200	3.37	906706800000
DEST/2000-01-14	10.81	10.81	10.75	10.75	600	10.75	947836800000
DYAX/2007-04-04	4.36	4.36	4.23	4.27	92100	4.27	1175670000000
DAVE/1997-05-13	12.88	13.00	12.50	12.50	17500	12.50	863506800000
DINE/2005-12-08	5.63	5.80	5.55	5.65	7800	14.52	1134028800000
DXYN/1995-08-11	5.59	6.07	5.59	6.07	800	5.90	808124400000
DHIL/2004-12-01	14.82	14.82	14.19	14.75	1100	12.71	1101888000000
DAKT/2007-11-30	23.46	23.58	23.06	23.33	360800	22.92	1196409600000
